MLP;[[200], 3189];0,982;2401,588869333267
MLP;[[200], 3395];0,985;2547,1127202510834
MLP;[[200], 2879];0,978;2169,470090150833
MLP;[[202], 3316];0,98;2531,670624732971
MLP;[[202], 3405];0,987;2593,8695278167725
MLP;[[202], 2947];0,986;2251,559914588928
MLP;[[204], 2947];0,984;2248,67200422287
MLP;[[204], 2919];0,981;2230,7577776908875
MLP;[[204], 3430];0,987;2632,095114469528
MLP;[[206], 2627];0,983;2024,0760869979858
MLP;[[206], 2913];0,986;2267,5462868213654
MLP;[[206], 3093];0,992;2409,9458026885986
MLP;[[208], 2956];0,984;2252,147672176361
MLP;[[208], 2784];0,979;2123,5378756523132
MLP;[[208], 2711];0,987;2068,9583740234375
MLP;[[210], 2955];0,989;2253,0428116321564
MLP;[[210], 2687];0,987;2057,4541964530945
MLP;[[210], 3660];0,988;2803,993678331375
MLP;[[212], 3248];0,986;2484,810166835785
MLP;[[212], 3083];0,983;2367,250904560089
MLP;[[212], 3599];0,985;2753,349909543991
MLP;[[214], 4112];0,992;3155,8534104824066
MLP;[[214], 3102];0,985;2382,062017440796
MLP;[[214], 2880];0,984;2214,713983297348
MLP;[[216], 3342];0,982;2585,078392267227
MLP;[[216], 3290];0,984;2546,629542827606
MLP;[[216], 189];0,865;146,46077394485474
MLP;[[218], 3249];0,98;2518,068547487259
MLP;[[218], 734];0,954;568,8189499378204
MLP;[[218], 3507];0,983;2730,1048123836517
MLP;[[220], 4467];0,99;3487,8801593780518
MLP;[[220], 3970];0,985;3107,7405734062195
MLP;[[220], 3122];0,98;2447,7000045776367
MLP;[[222], 2370];0,98;1860,2431399822235
MLP;[[222], 3332];0,988;2615,051941871643
MLP;[[222], 3472];0,984;2714,0118641853333
MLP;[[224], 3217];0,989;2540,9455535411835
MLP;[[224], 3444];0,985;2709,5867562294006
MLP;[[224], 3265];0,978;2570,1876695156097
MLP;[[226], 3071];0,98;2419,0654485225677
MLP;[[226], 3169];0,986;2499,6692023277283
MLP;[[226], 2266];0,981;1798,5550224781036
MLP;[[228], 3792];0,983;2997,7107956409454
MLP;[[228], 3305];0,994;2615,5970776081085
MLP;[[228], 4071];0,985;3229,8468465805054
MLP;[[230], 3319];0,98;2652,451802253723
MLP;[[230], 3680];0,983;2927,6158440113068
MLP;[[230], 2939];0,978;2335,760853290558
MLP;[[232], 3562];0,99;2903,4106855392456
MLP;[[232], 3543];0,985;2829,8304781913757
MLP;[[232], 3243];0,992;2596,2044966220856
MLP;[[234], 4147];0,99;3317,332499265671
MLP;[[234], 3924];0,989;3143,4232683181763
MLP;[[234], 3269];0,983;2628,7019634246826
MLP;[[236], 3428];0,977;2743,3188483715057
MLP;[[236], 3195];0,992;2562,500295639038
MLP;[[236], 3094];0,987;2481,3066172599792
MLP;[[238], 2973];0,981;2386,7031338214874
MLP;[[238], 2844];0,986;2283,9406917095184
MLP;[[238], 3824];0,985;3069,5824468135834
MLP;[[240], 3770];0,985;3037,81596326828
MLP;[[240], 3316];0,978;2664,874186515808
MLP;[[240], 3149];0,981;2536,0633068084717
MLP;[[242], 3882];0,981;3163,7253408432007
MLP;[[242], 3507];0,983;2848,3866794109344
MLP;[[242], 3640];0,988;2972,781498193741
MLP;[[244], 3515];0,984;2869,676534175873
MLP;[[244], 3122];0,981;2550,218558073044
MLP;[[244], 3438];0,987;2811,2758271694183
MLP;[[246], 3913];0,982;3203,084510564804
MLP;[[246], 4172];0,988;3415,012813806534
MLP;[[246], 3435];0,988;2808,950211286545
MLP;[[248], 2954];0,983;2395,660797357559
MLP;[[248], 3721];0,986;3025,2096331119537
MLP;[[248], 4463];0,99;3627,2955179214478
MLP;[[250], 3824];0,981;3163,3249413967133
MLP;[[250], 3954];0,988;3258,2646667957306
MLP;[[250], 4031];0,981;3331,2404415607452
MLP;[[252], 3393];0,979;2809,790843486786
MLP;[[252], 3897];0,98;3224,32328414917
MLP;[[252], 3696];0,982;3054,92946267128
MLP;[[254], 3133];0,981;2602,4504203796387
MLP;[[254], 3783];0,981;3136,7897062301636
MLP;[[254], 3482];0,984;2886,9060106277466
MLP;[[256], 3797];0,981;3123,311089515686
MLP;[[256], 641];0,791;527,1765079498291
MLP;[[256], 3398];0,982;2792,233405828476
MLP;[[258], 3495];0,99;2924,2468616962433
MLP;[[258], 3538];0,992;2984,461916446686
MLP;[[258], 3840];0,985;3289,17089676857
MLP;[[260], 3422];0,983;2865,8287358283997
MLP;[[260], 3109];0,988;2608,901411294937
MLP;[[260], 3815];0,985;3207,247973918915
MLP;[[262], 3295];0,981;2777,726968765259
MLP;[[262], 3118];0,981;2621,4388206005096
MLP;[[262], 3415];0,986;2870,2289249897003
MLP;[[264], 2969];0,975;2502,9636244773865
MLP;[[264], 3380];0,979;2857,977378129959
MLP;[[264], 3854];0,981;3258,6675128936768
MLP;[[266], 3178];0,987;2683,8814947605133
MLP;[[266], 3433];0,988;2901,0290405750275
MLP;[[266], 4091];0,982;3455,286121606827
MLP;[[268], 3654];0,986;3099,8408138751984
MLP;[[268], 3342];0,988;2831,3831951618195
MLP;[[268], 4155];0,983;3526,372925758362
MLP;[[270], 4007];0,977;3402,9642980098724
MLP;[[270], 3023];0,983;2568,887417793274
MLP;[[270], 3704];0,983;3150,508779525757
MLP;[[272], 632];0,913;542,0488147735596
MLP;[[272], 3771];0,99;3219,709879875183
MLP;[[272], 3330];0,984;2845,5162057876587
MLP;[[274], 4188];0,987;3547,3973395824432
MLP;[[274], 3644];0,988;3088,7205350399017
MLP;[[274], 3117];0,99;2637,9490048885345
MLP;[[276], 4030];0,976;3419,9214882850647
MLP;[[276], 3382];0,983;2870,485401391983
MLP;[[276], 3351];0,99;2846,8511259555817
MLP;[[278], 4120];0,988;3512,326550722122
MLP;[[278], 3444];0,982;2936,548785686493
MLP;[[278], 3736];0,987;3183,4009709358215
MLP;[[280], 4097];0,788;3516,267753601074
MLP;[[280], 3409];0,977;2915,038791656494
MLP;[[280], 3733];0,988;3188,8776705265045
MLP;[[282], 2702];0,981;2307,746614217758
MLP;[[282], 3872];0,991;3320,0502557754517
MLP;[[282], 3578];0,981;3123,728235244751
MLP;[[284], 3421];0,786;2936,514835834503
MLP;[[284], 3948];0,986;3382,627195596695
MLP;[[284], 3735];0,985;3213,0145611763
MLP;[[286], 1373];0,794;1178,6689174175262
MLP;[[286], 3922];0,984;3371,4813442230225
MLP;[[286], 3342];0,985;2874,2776226997375
MLP;[[288], 271];0,2;234,22076439857483
MLP;[[288], 3873];0,989;3358,0364730358124
MLP;[[288], 3703];0,981;3199,0940289497375
MLP;[[290], 3711];0,987;3259,7262461185455
MLP;[[290], 3723];0,977;3264,81840467453
MLP;[[290], 3143];0,98;2764,728187561035
MLP;[[292], 709];0,585;623,3058304786682
MLP;[[292], 3929];0,973;3460,0404663085938
MLP;[[292], 3932];0,985;3461,3701646327972
