CQ;Sem Reg;0,831;0,2423696517944336
CQ;Sem Reg;0,84;0,18589377403259277
CQ;Sem Reg;0,802;0,2879323959350586
CQ;Sem Reg;0,851;0,15091896057128906
CQ;Sem Reg;0,844;0,16941618919372559
CQ;Sem Reg;0,802;0,18589353561401367
CQ;Sem Reg;0,806;0,15491533279418945
CQ;Sem Reg;0,833;0,16090893745422363
CQ;Sem Reg;0,827;0,18789196014404297
CQ;Sem Reg;0,816;0,2678492069244385
CQ;Sem Reg;0,812;0,3073432445526123
CQ;Sem Reg;0,835;0,27289414405822754
CQ;Sem Reg;0,855;0,20294404029846191
CQ;Sem Reg;0,846;0,14442229270935059
CQ;Sem Reg;0,811;0,14191627502441406
CQ;Sem Reg;0,845;0,17989325523376465
CQ;Sem Reg;0,843;0,1833178997039795
CQ;Sem Reg;0,827;0,17451834678649902
CQ;Sem Reg;0,842;0,17257308959960938
CQ;Sem Reg;0,811;0,15691113471984863
CQ;Sem Reg;0,824;0,19488835334777832
CQ;Sem Reg;0,823;0,18389534950256348
CQ;Sem Reg;0,835;0,16490721702575684
CQ;Sem Reg;0,817;0,23086833953857422
CQ;Sem Reg;0,829;0,16959285736083984
CQ;Sem Reg;0,829;0,14691615104675293
CQ;Sem Reg;0,841;0,3268125057220459
CQ;Sem Reg;0,84;0,16290640830993652
CQ;Sem Reg;0,837;0,19588828086853027
CQ;Sem Reg;0,844;0,2536308765411377
CQ;Sem Reg;0,845;0,19888758659362793
CQ;Sem Reg;0,836;0,18089842796325684
CQ;Sem Reg;0,838;0,17090177536010742
CQ;Sem Reg;0,834;0,1699047088623047
CQ;Sem Reg;0,82;0,18689417839050293
CQ;Sem Reg;0,832;0,17689967155456543
CQ;Sem Reg;0,835;0,19950509071350098
CQ;Sem Reg;0,827;0,20788073539733887
CQ;Sem Reg;0,823;0,2828397750854492
CQ;Sem Reg;0,831;0,22587156295776367
CQ;Sem Reg;0,828;0,18689346313476562
CQ;Sem Reg;0,828;0,25187158584594727
CQ;Sem Reg;0,806;0,18990087509155273
CQ;Sem Reg;0,83;0,2396540641784668
CQ;Sem Reg;0,84;0,21287870407104492
CQ;Sem Reg;0,824;0,22786998748779297
CQ;Sem Reg;0,826;0,14891481399536133
CQ;Sem Reg;0,842;0,1459197998046875
CQ;Sem Reg;0,845;0,2736220359802246
CQ;Sem Reg;0,821;0,22787094116210938
CQ;Sem Reg;0,839;0,17090201377868652
CQ;Sem Reg;0,815;0,19289159774780273
CQ;Sem Reg;0,821;0,21387577056884766
CQ;Sem Reg;0,808;0,17857909202575684
CQ;Sem Reg;0,846;0,20288395881652832
CQ;Sem Reg;0,834;0,15691304206848145
CQ;Sem Reg;0,824;0,1619095802307129
CQ;Sem Reg;0,835;0,30182862281799316
CQ;Sem Reg;0,841;0,22886919975280762
CQ;Sem Reg;0,822;0,21243858337402344
CQ;Sem Reg;0,836;0,24186110496520996
CQ;Sem Reg;0,832;0,18089699745178223
CQ;Sem Reg;0,847;0,20388364791870117
CQ;Sem Reg;0,839;0,16491484642028809
CQ;Sem Reg;0,838;0,1759047508239746
CQ;Sem Reg;0,825;0,2257528305053711
CQ;Sem Reg;0,829;0,22987055778503418
CQ;Sem Reg;0,821;0,161912202835083
CQ;Sem Reg;0,817;0,20987677574157715
CQ;Sem Reg;0,829;0,24314355850219727
CQ;Sem Reg;0,819;0,16390633583068848
CQ;Sem Reg;0,837;0,24187135696411133
CQ;Sem Reg;0,856;0,14344167709350586
CQ;Sem Reg;0,847;0,16565370559692383
CQ;Sem Reg;0,816;0,22786974906921387
CQ;Sem Reg;0,842;0,15480947494506836
CQ;Sem Reg;0,832;0,18988418579101562
CQ;Sem Reg;0,82;0,2498636245727539
CQ;Sem Reg;0,831;0,18067622184753418
CQ;Sem Reg;0,839;0,18489432334899902
CQ;Sem Reg;0,835;0,22487282752990723
CQ;Sem Reg;0,832;0,22387146949768066
CQ;Sem Reg;0,841;0,14092636108398438
CQ;Sem Reg;0,835;0,18051600456237793
CQ;Sem Reg;0,845;0,15191388130187988
CQ;Sem Reg;0,847;0,18089628219604492
CQ;Sem Reg;0,832;0,17190051078796387
CQ;Sem Reg;0,821;0,15690994262695312
CQ;Sem Reg;0,849;0,14992451667785645
CQ;Sem Reg;0,837;0,1619246006011963
CQ;Sem Reg;0,812;0,1469254493713379
CQ;Sem Reg;0,82;0,18290019035339355
CQ;Sem Reg;0,828;0,1559140682220459
CQ;Sem Reg;0,834;0,1439225673675537
CQ;Sem Reg;0,823;0,1539173126220703
CQ;Sem Reg;0,833;0,15091633796691895
CQ;Sem Reg;0,823;0,14592218399047852
CQ;Sem Reg;0,823;0,16982197761535645
CQ;Sem Reg;0,81;0,16690444946289062
CQ;Sem Reg;0,827;0,14742493629455566
